429	20372	19
430	20426	21
431	20470	3
432	20510	16
433	20575	19
434	20634	6
435	20640	13
436	20719	21
437	20724	22
438	20797	22
439	20800	20
440	20882	18
441	20968	11
442	21005	14
443	21086	6
444	21123	12
445	21194	2
446	21257	21
447	21322	15
448	21363	21
449	21447	21
450	21527	23
451	21602	16
452	21648	16
453	21655	19
454	21730	1
455	21792	18
456	21817	4
457	21868	8
458	21879	15
459	21943	21
460	21974	18
461	22055	17
462	22080	12
463	22170	4
464	22175	22
465	22250	1
466	22282	24
467	22288	6
468	22341	24
469	22402	25
470	22407	9
471	22479	8
472	22514	14
473	22533	12
474	22566	14
475	22605	25
476	22683	10
477	22739	12
478	22837	6
479	22849	23
480	22905	1
481	22991	14
482	23045	6
483	23094	14
484	23122	12
485	23131	22
486	23179	5
487	23230	8
488	23283	13
489	23364	14
490	23392	6
491	23450	21
492	23479	14
493	23539	25
494	23569	21
495	23585	14
496	23652	19
497	23675	13
498	23731	24
499	23804	12
500	23850	24
501	23881	9
502	23945	7
503	23949	6
504	23993	9
505	24040	14
506	24128	2
507	24213	1
508	24253	21
509	24280	23
510	24327	11
511	24370	22
512	24412	2
513	24436	21
514	24513	11
515	24582	18
516	24667	19
517	24713	19
518	24740	20
519	24821	7
520	24918	16
521	24999	4
522	25010	17
523	25092	20
524	25158	7
525	25165	17
